 BROOKLYN , Chinese , Z
 QUEENS , American , C
 STATENISLAND , Other , B
 MANHATTAN , French , A
 MANHATTAN , Mexican , C
 MANHATTAN , Pizza , A
 MANHATTAN , Irish , A
 BROOKLYN , Spanish , C
 MANHATTAN , French , A
 QUEENS , Bakery , B
 QUEENS , Bakery , A
 BROOKLYN , American , A
 BROOKLYN , Pizza , B
 MANHATTAN , Japanese , A
 QUEENS , Pizza , A
 STATENISLAND , American , B
 MANHATTAN , Italian , C
 MANHATTAN , Indian , B
 BROOKLYN , Chinese , C
 MANHATTAN , Bakery , C
 QUEENS , Korean , P
 BRONX , Caribbean , A
 BROOKLYN , Chinese , A
 BROOKLYN , American , A
 MANHATTAN , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 MANHATTAN , American , A
 BROOKLYN , Chinese , A
 MANHATTAN , Italian , B
 BRONX , African , C
 QUEENS , Pizza , A
 BRONX , American , A
 MANHATTAN , American , A
 MANHATTAN , American , B
 MANHATTAN , Japanese , B
 QUEENS , Pizza/Italian , C
 MANHATTAN , Asian , A
 MANHATTAN , American , A
 BROOKLYN , American , A
 QUEENS , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 QUEENS , American , B
 BRONX , Chinese , Z
 BROOKLYN , Chinese , B
 MANHATTAN , American , C
 MANHATTAN , American , A
 QUEENS , Pizza/Italian , Z
 BROOKLYN , American , Z
 MANHATTAN , Italian , A
 MANHATTAN , American , A
 BROOKLYN , Pizza , C
 BROOKLYN , American , A
 MANHATTAN , Cafe/Coffee/Tea , A
 BRONX , Spanish , B
 QUEENS , Mexican , Z
 MANHATTAN , Chicken , C
 QUEENS , Moroccan , B
 MANHATTAN , Vietnamese/Cambodian/Malaysia , A
 BROOKLYN , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 QUEENS , Greek , Z
 BROOKLYN , Russian , B
 MANHATTAN , American , B
 QUEENS , American , B
 STATENISLAND , Italian , A
 MANHATTAN , Japanese , B
 BROOKLYN , Latin (Cuban Dominican Puerto Rican South & Central American) , Z
 MANHATTAN , American , A
 BRONX , Latin (Cuban Dominican Puerto Rican South & Central American) , Z
 MANHATTAN , Bakery , A
 MANHATTAN , American , A
 MANHATTAN , Spanish , C
 BROOKLYN , American , B
 QUEENS , Spanish , A
 BRONX , Caribbean , C
 BROOKLYN , Italian , A
 MANHATTAN , American , A
 QUEENS , American , C
 QUEENS , Pizza , A
 MANHATTAN , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 BRONX , American , A
 QUEENS , Bakery , A
 QUEENS , Chinese , A
 QUEENS , Italian , B
 BRONX , Other , A
 QUEENS , American , A
 MANHATTAN , Soul Food , B
 MANHATTAN , Irish , C
 MANHATTAN , American , B
 QUEENS , American , B
 BROOKLYN , French , A
 MANHATTAN , American , A
 MANHATTAN , Japanese , B
 MANHATTAN , Ice Cream Gelato Yogurt Ices , A
 QUEENS , Jewish/Kosher , A
 MANHATTAN , American , B
 MANHATTAN , English , A
 MANHATTAN , Steak , A
 MANHATTAN , Chinese , A
 BRONX , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 MANHATTAN , Irish , B
 BROOKLYN , American , A
 BRONX , Irish , A
 BRONX , Chinese , B
 QUEENS , American , B
 BROOKLYN , Mediterranean , A
 QUEENS , Tex-Mex , B
 MANHATTAN , Asian , B
 MANHATTAN , Bakery , B
 QUEENS , Pizza , A
 BRONX , Donuts , Z
 MANHATTAN , Chinese , B
 BROOKLYN , Caribbean , A
 BRONX , American , A
 MANHATTAN , Vietnamese/Cambodian/Malaysia , A
 MANHATTAN , American , B
 QUEENS , Indian , B
 BRONX , Chinese , B
 MANHATTAN , American , A
 BROOKLYN , American , C
 BRONX , American , A
 QUEENS , Caribbean , A
 BRONX , Donuts , Z
 MANHATTAN , American , A
 BROOKLYN , American , C
 MANHATTAN , Sandwiches , A
 BROOKLYN , Hamburgers , A
 QUEENS , Delicatessen , A
 BROOKLYN , American , A
 STATENISLAND , Bakery , B
 MANHATTAN , Delicatessen , A
 BROOKLYN , Ice Cream Gelato Yogurt Ices , A
 MANHATTAN , Barbecue , A
 QUEENS , Caribbean , B
 BRONX , Sandwiches , A
 BROOKLYN , Chinese , B
 BROOKLYN , Chinese , C
 MANHATTAN , Latin (Cuban Dominican Puerto Rican South & Central American) , Z
 BROOKLYN , American , B
 MANHATTAN , Chicken , A
 QUEENS , Chinese , A
 MANHATTAN , Donuts , C
 BRONX , Donuts , A
 BRONX , Sandwiches , A
 MANHATTAN , Chinese , B
 BRONX , Mexican , A
 MANHATTAN , Pizza , B
 QUEENS , Pizza/Italian , C
 BROOKLYN , American , A
 STATENISLAND , Chinese , C
 QUEENS , American , A
 QUEENS , American , A
 MANHATTAN , Sandwiches , A
 BROOKLYN , Chinese , B
 QUEENS , Polish , A
 QUEENS , Delicatessen , Z
 BROOKLYN , French , A
 MANHATTAN , Chinese , P
 MANHATTAN , Chinese , A
 MANHATTAN , Cafe/Coffee/Tea , A
 MANHATTAN , French , A
 QUEENS , Japanese , B
 QUEENS , Bakery , B
 QUEENS , Pizza , A
 MANHATTAN , Mexican , C
 BRONX , American , C
 MANHATTAN , American , Z
 MANHATTAN , Italian , B
 QUEENS , Pizza/Italian , B
 BRONX , Armenian , Z
 MANHATTAN , American , B
 BRONX , Delicatessen , C
 MANHATTAN , American , A
 MANHATTAN , American , A
 BRONX , Chinese , A
 BRONX , Bakery , C
 QUEENS , Chinese , B
 BROOKLYN , Chinese , B
 MANHATTAN , American , A
 BRONX , Pizza , C
 MANHATTAN , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 MANHATTAN , Mediterranean , A
 STATENISLAND , Chinese , A
 MANHATTAN , American , A
 QUEENS , Indian , B
 MANHATTAN , Bakery , B
 BROOKLYN , Chinese/Japanese , C
 MANHATTAN , Cafe/Coffee/Tea , A
 BRONX , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 MANHATTAN , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 QUEENS , Korean , B
 BRONX , Chinese , B
 MANHATTAN , American , A
 MANHATTAN , Sandwiches/Salads/Mixed Buffet , B
 QUEENS , Delicatessen , A
 QUEENS , Chinese , C
 BROOKLYN , American , B
 MANHATTAN , Japanese , C
 QUEENS , Pizza , C
 MANHATTAN , Italian , C
 MANHATTAN , American , C
 MANHATTAN , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 MANHATTAN , Cafe/Coffee/Tea , Z
 MANHATTAN , Italian , C
 MANHATTAN , American , A
 MANHATTAN , Irish , Z
 QUEENS , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 BROOKLYN , Pizza , C
 MANHATTAN , Donuts , A
 BROOKLYN , Thai , A
 MANHATTAN , American , A
 MANHATTAN , Mexican , A
 MANHATTAN , Pizza , B
 QUEENS , American , B
 MANHATTAN , Bakery , A
 BROOKLYN , American , A
 MANHATTAN , American , A
 QUEENS , American , B
 MANHATTAN , Italian , A
 MANHATTAN , Indian , C
 QUEENS , American , C
 QUEENS , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 BROOKLYN , Chinese , A
 QUEENS , Other , A
 QUEENS , American , Z
 QUEENS , Bakery , A
 QUEENS , Sandwiches , A
 QUEENS , Jewish/Kosher , B
 QUEENS , American , A
 MANHATTAN , Bakery , B
 MANHATTAN , Hamburgers , A
 QUEENS , Chinese , B
 MANHATTAN , Vegetarian , B
 QUEENS , Chinese , C
 QUEENS , Cafe/Coffee/Tea , C
 BROOKLYN , American , Z
 BROOKLYN , American , C
 MANHATTAN , Cafe/Coffee/Tea , B
 BRONX , Delicatessen , A
 MANHATTAN , Delicatessen , C
 MANHATTAN , Indian , B
 QUEENS , Seafood , C
 MANHATTAN , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 BROOKLYN , Italian , A
 MANHATTAN , Italian , A
 MANHATTAN , American , A
 MANHATTAN , Indian , A
 MANHATTAN , Chinese , B
 MANHATTAN , Indian , C
 BROOKLYN , American , C
 MANHATTAN , American , C
 MANHATTAN , Indian , Z
 QUEENS , Latin (Cuban Dominican Puerto Rican South & Central American) , Z
 STATENISLAND , Delicatessen , A
 MANHATTAN , American , B
 QUEENS , American , B
 BRONX , Cafe/Coffee/Tea , A
 STATENISLAND , Pizza , Z
 MANHATTAN , Latin (Cuban Dominican Puerto Rican South & Central American) , C
 BROOKLYN , Italian , A
 MANHATTAN , Hamburgers , A
 QUEENS , Chinese , A
 QUEENS , American , B
 BROOKLYN , Chinese , A
 BROOKLYN , Caribbean , A
 QUEENS , Mexican , A
 BROOKLYN , Mediterranean , A
 QUEENS , Chinese , C
 BROOKLYN , Latin (Cuban Dominican Puerto Rican South & Central American) , C
 MANHATTAN , Donuts , A
 MANHATTAN , Indian , B
 MANHATTAN , Donuts , A
 QUEENS , American , A
 BROOKLYN , Chinese/Japanese , A
 MANHATTAN , Chinese , C
 QUEENS , American , A
 QUEENS , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 BRONX , American , C
 BROOKLYN , American , Z
 MANHATTAN , Asian , B
 QUEENS , Chinese , B
 BROOKLYN , Jewish/Kosher , A
 MANHATTAN , American , P
 MANHATTAN , Italian , A
 MANHATTAN , French , C
 MANHATTAN , American , A
 BRONX , Sandwiches , B
 BRONX , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 MANHATTAN , Bakery , A
 MANHATTAN , Asian , B
 MANHATTAN , Pizza , A
 QUEENS , Spanish , A
 QUEENS , Korean , B
 BROOKLYN , Spanish , B
 BROOKLYN , American , A
 MANHATTAN , American , B
 QUEENS , Cafe/Coffee/Tea , A
 BROOKLYN , Mexican , C
 MANHATTAN , Italian , C
 MANHATTAN , Pizza , A
 QUEENS , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 BRONX , American , A
 QUEENS , Caribbean , A
 MANHATTAN , Donuts , A
 BRONX , Japanese , A
 BROOKLYN , Chinese/Japanese , B
 BRONX , American , A
 BROOKLYN , American , B
 QUEENS , Chicken , A
 BROOKLYN , Pizza , B
 BRONX , American , A
 MANHATTAN , Asian , A
 BRONX , Seafood , B
 MANHATTAN , American , A
 QUEENS , Donuts , A
 QUEENS , Bakery , A
 MANHATTAN , Hotdogs , B
 BRONX , Caribbean , A
 MANHATTAN , Salads , Z
 MANHATTAN , American , B
 MANHATTAN , Bakery , A
 STATENISLAND , American , A
 QUEENS , Chinese , B
 QUEENS , American , B
 MANHATTAN , Sandwiches , A
 MANHATTAN , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 MANHATTAN , Jewish/Kosher , A
 MANHATTAN , Japanese , C
 BRONX , Spanish , A
 BROOKLYN , Latin (Cuban Dominican Puerto Rican South & Central American) , C
 BROOKLYN , Pizza , A
 BROOKLYN , Greek , B
 MANHATTAN , American , B
 BROOKLYN , Asian , C
 MANHATTAN , Seafood , A
 MANHATTAN , American , A
 BRONX , American , B
 MANHATTAN , Cafe/Coffee/Tea , A
 MANHATTAN , Chinese , A
 BROOKLYN , Sandwiches , A
 BRONX , Pizza/Italian , A
 MANHATTAN , Juice Smoothies Fruit Salads , B
 BROOKLYN , Mexican , A
 MANHATTAN , Sandwiches , A
 STATENISLAND , Mexican , A
 BROOKLYN , Chinese , A
 BROOKLYN , German , A
 MANHATTAN , Chinese , B
 MANHATTAN , Sandwiches , A
 MANHATTAN , Vietnamese/Cambodian/Malaysia , B
 MANHATTAN , Other , B
 BROOKLYN , Caribbean , A
 MANHATTAN , Italian , B
 MANHATTAN , Pizza , A
 BROOKLYN , Caribbean , B
 BROOKLYN , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 QUEENS , Chinese , B
 MANHATTAN , Cafe/Coffee/Tea , B
 BROOKLYN , Japanese , B
 BROOKLYN , American , A
 BROOKLYN , Delicatessen , B
 MANHATTAN , American , A
 MANHATTAN , Mexican , A
 QUEENS , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 MANHATTAN , Indian , B
 MANHATTAN , American , A
 MANHATTAN , Pizza , A
 QUEENS , American , A
 QUEENS , Italian , B
 QUEENS , Spanish , A
 QUEENS , Asian , C
 BROOKLYN , Sandwiches , B
 QUEENS , Middle Eastern , A
 MANHATTAN , Hamburgers , A
 BROOKLYN , Seafood , C
 BROOKLYN , Seafood , B
 MANHATTAN , Thai , A
 MANHATTAN , American , B
 BROOKLYN , Mexican , A
 MANHATTAN , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 MANHATTAN , Steak , A
 MANHATTAN , Korean , A
 QUEENS , Italian , B
 BROOKLYN , American , A
 BROOKLYN , African , A
 BROOKLYN , Chicken , A
 BRONX , Mexican , B
 QUEENS , Tex-Mex , A
 MANHATTAN , Steak , A
 QUEENS , Bottled beverages including water sodas juices etc. , B
 BROOKLYN , Hotdogs , B
 QUEENS , American , B
 BRONX , Chicken , B
 BROOKLYN , American , C
 MANHATTAN , Chinese , A
 BROOKLYN , American , A
 MANHATTAN , Pizza , C
 MANHATTAN , Italian , B
 BRONX , American , A
 MANHATTAN , Bakery , A
 QUEENS , Chinese , Z
 MANHATTAN , American , A
 MANHATTAN , Continental , A
 BROOKLYN , Japanese , A
 QUEENS , Chinese , Z
 BROOKLYN , Pizza , A
 MANHATTAN , American , A
 BROOKLYN , Pizza , A
 QUEENS , American , C
 QUEENS , Spanish , C
 QUEENS , Bagels/Pretzels , B
 MANHATTAN , Mexican , B
 BROOKLYN , Chinese , A
 BROOKLYN , American , A
 BRONX , Caribbean , A
 BROOKLYN , American , A
 MANHATTAN , Bakery , Z
 BROOKLYN , Jewish/Kosher , C
 BROOKLYN , Japanese , B
 QUEENS , American , A
 QUEENS , Donuts , B
 BROOKLYN , American , A
 BROOKLYN , American , B
 MANHATTAN , Bakery , B
 BRONX , Italian , A
 QUEENS , Pizza , B
 MANHATTAN , Asian , A
 BROOKLYN , American , A
 MANHATTAN , American , B
 MANHATTAN , Japanese , A
 QUEENS , Brazilian , A
 QUEENS , Bakery , A
 BROOKLYN , Mexican , B
 MANHATTAN , Spanish , A
 QUEENS , Hamburgers , A
 MANHATTAN , Cafe/Coffee/Tea , B
 BROOKLYN , Seafood , A
 BROOKLYN , Seafood , A
 BROOKLYN , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 BROOKLYN , Japanese , B
 BROOKLYN , Spanish , C
 MANHATTAN , Mexican , A
 BRONX , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 MANHATTAN , Ice Cream Gelato Yogurt Ices , B
 MANHATTAN , Mediterranean , A
 MANHATTAN , Soul Food , C
 MANHATTAN , French , B
 BROOKLYN , Chinese , B
 BRONX , Pizza , A
 QUEENS , Japanese , A
 MANHATTAN , American , Z
 QUEENS , Chicken , A
 QUEENS , Jewish/Kosher , B
 MANHATTAN , Pizza , A
 MANHATTAN , Pizza , A
 MANHATTAN , Bakery , A
 BROOKLYN , Latin (Cuban Dominican Puerto Rican South & Central American) , C
 BROOKLYN , Bagels/Pretzels , A
 QUEENS , Chinese , A
 MANHATTAN , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 QUEENS , Japanese , B
 BRONX , Middle Eastern , B
 BRONX , American , A
 QUEENS , Pizza/Italian , A
 MANHATTAN , Indian , A
 BROOKLYN , Italian , B
 BROOKLYN , Chinese , A
 QUEENS , Chicken , A
 STATENISLAND , Italian , A
 QUEENS , Spanish , A
 BROOKLYN , Spanish , Z
 MANHATTAN , American , A
 MANHATTAN , Korean , B
 MANHATTAN , American , C
 BROOKLYN , Mexican , A
 QUEENS , Latin (Cuban Dominican Puerto Rican South & Central American) , C
 MANHATTAN , Bagels/Pretzels , A
 QUEENS , Bakery , A
 BRONX , Chicken , A
 QUEENS , Chinese , B
 QUEENS , American , B
 QUEENS , Cafe/Coffee/Tea , A
 BROOKLYN , Bangladeshi , B
 BROOKLYN , Bakery , C
 QUEENS , American , A
 MANHATTAN , American , B
 MANHATTAN , Cafe/Coffee/Tea , A
 BRONX , Hamburgers , B
 MANHATTAN , American , A
 MANHATTAN , Italian , C
 BROOKLYN , Bakery , A
 BRONX , Spanish , A
 QUEENS , Chinese/Japanese , A
 BROOKLYN , Cafe/Coffee/Tea , A
 BRONX , American , A
 MANHATTAN , American , B
 MANHATTAN , Spanish , A
 QUEENS , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 MANHATTAN , Bagels/Pretzels , A
 BROOKLYN , Pizza , B
 MANHATTAN , Cafe/Coffee/Tea , C
 MANHATTAN , Japanese , A
 MANHATTAN , American , A
 MANHATTAN , American , A
 QUEENS , Chinese , A
 QUEENS , American , A
 BRONX , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 QUEENS , Chinese , A
 MANHATTAN , Thai , B
 MANHATTAN , Pizza , A
 QUEENS , Italian , B
 BROOKLYN , Mexican , A
 MANHATTAN , Chinese , B
 BRONX , American , A
 BROOKLYN , Japanese , B
 BROOKLYN , Chinese , B
 MANHATTAN , Chinese , C
 BRONX , Chinese , B
 BRONX , Donuts , A
 QUEENS , Bakery , C
 MANHATTAN , American , C
 MANHATTAN , Thai , Z
 BROOKLYN , Russian , B
 MANHATTAN , Cafe/Coffee/Tea , A
 MANHATTAN , Sandwiches , A
 BROOKLYN , Chinese , P
 MANHATTAN , Pizza , C
 MANHATTAN , Latin (Cuban Dominican Puerto Rican South & Central American) , Z
 QUEENS , Asian , B
 MANHATTAN , American , A
 BROOKLYN , Caribbean , B
 QUEENS , Chinese , B
 MANHATTAN , American , A
 MANHATTAN , Chinese , C
 BROOKLYN , Chinese , B
 BROOKLYN , Pizza , A
 MANHATTAN , Japanese , B
 BROOKLYN , Chinese , A
 BROOKLYN , African , C
 BRONX , Spanish , C
 BROOKLYN , American , B
 MANHATTAN , Bakery , A
 BROOKLYN , Mexican , B
 MANHATTAN , Pizza , A
 STATENISLAND , American , B
 MANHATTAN , Sandwiches/Salads/Mixed Buffet , A
 QUEENS , Pizza/Italian , A
 QUEENS , American , C
 BROOKLYN , Bakery , A
 QUEENS , American , A
 MANHATTAN , Ice Cream Gelato Yogurt Ices , A
 QUEENS , Chinese , A
 BRONX , Pizza/Italian , A
 BRONX , Sandwiches/Salads/Mixed Buffet , A
 QUEENS , Pizza/Italian , B
 BRONX , Pizza , B
 BROOKLYN , Pizza , A
 MANHATTAN , Chinese , C
 MANHATTAN , Latin (Cuban Dominican Puerto Rican South & Central American) , C
 MANHATTAN , American , A
 BROOKLYN , American , C
 QUEENS , Caribbean , B
 MANHATTAN , American , A
 QUEENS , American , A
 MANHATTAN , Cafe/Coffee/Tea , A
 MANHATTAN , Other , B
 BROOKLYN , Chinese , C
 QUEENS , Thai , B
 MANHATTAN , American , C
 MANHATTAN , Mexican , A
 QUEENS , Pancakes/Waffles , A
 MANHATTAN , Delicatessen , B
 MANHATTAN , Cafe/Coffee/Tea , A
 MANHATTAN , American , A
 MANHATTAN , American , B
 BROOKLYN , Mexican , C
 BRONX , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 BROOKLYN , Bakery , B
 QUEENS , Spanish , A
 BRONX , American , B
 QUEENS , Italian , B
 QUEENS , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 BROOKLYN , French , A
 MANHATTAN , American , B
 STATENISLAND , Chinese , A
 MANHATTAN , Donuts , B
 BRONX , American , A
 BROOKLYN , Mediterranean , A
 MANHATTAN , Bakery , A
 BRONX , Chinese , B
 BROOKLYN , American , A
 MANHATTAN , Korean , B
 QUEENS , Hamburgers , A
 BROOKLYN , Sandwiches , A
 BROOKLYN , Bakery , A
 QUEENS , Jewish/Kosher , B
 STATENISLAND , American , Z
 MANHATTAN , Italian , A
 QUEENS , Caribbean , C
 MANHATTAN , American , C
 BROOKLYN , Sandwiches , A
 MANHATTAN , American , C
 BROOKLYN , Chinese , B
 STATENISLAND , American , Z
 MANHATTAN , Pizza , Z
 BROOKLYN , Chinese , A
 QUEENS , American , B
 MANHATTAN , Italian , A
 MANHATTAN , American , A
 BROOKLYN , Sandwiches , B
 QUEENS , Thai , B
 BROOKLYN , Pizza , A
 MANHATTAN , American , B
 BRONX , Chicken , B
 MANHATTAN , American , A
 MANHATTAN , Korean , A
 STATENISLAND , Chinese , A
 QUEENS , Pizza , A
 MANHATTAN , Chinese , A
 QUEENS , Bakery , A
 QUEENS , Peruvian , B
 QUEENS , Jewish/Kosher , B
 QUEENS , Chinese , B
 BROOKLYN , American , A
 STATENISLAND , Greek , A
 QUEENS , German , B
 MANHATTAN , American , C
 MANHATTAN , Italian , Z
 MANHATTAN , Cafe/Coffee/Tea , A
 MANHATTAN , American , C
 QUEENS , Indian , A
 BROOKLYN , Hamburgers , A
 BROOKLYN , Eastern European , B
 QUEENS , Mexican , Z
 QUEENS , Egyptian , A
 QUEENS , Caribbean , B
 BROOKLYN , Chinese , A
 BROOKLYN , American , B
 QUEENS , Spanish , A
 MANHATTAN , Pizza , C
 BRONX , Pizza , A
 BRONX , Chicken , A
 MANHATTAN , Chinese , A
 QUEENS , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 QUEENS , Latin (Cuban Dominican Puerto Rican South & Central American) , A
 QUEENS , Pizza/Italian , A
 MANHATTAN , American , A
 MANHATTAN , American , C
 QUEENS , Caribbean , A
 MANHATTAN , American , B
 BRONX , Chinese , Z
 BROOKLYN , Bagels/Pretzels , B
 MANHATTAN , American , A
 BROOKLYN , Spanish , B
 QUEENS , Chinese , A
 MANHATTAN , American , A
 MANHATTAN , American , Z
 BROOKLYN , Bakery , B
 STATENISLAND , Pizza/Italian , B
 MANHATTAN , Pizza , B
 BROOKLYN , Sandwiches , A
 QUEENS , American , C
 BROOKLYN , American , A
 BROOKLYN , Italian , A
 MANHATTAN , Latin (Cuban Dominican Puerto Rican South & Central American) , C
 BROOKLYN , American , A
 BROOKLYN , Latin (Cuban Dominican Puerto Rican South & Central American) , Z
 MANHATTAN , Korean , B
 MANHATTAN , Irish , A
 BROOKLYN , Chinese , A
 MANHATTAN , Italian , A
 MANHATTAN , Indian , C
 MANHATTAN , Indian , A
 QUEENS , Pizza , A
 MANHATTAN , Japanese , A
 BRONX , Latin (Cuban Dominican Puerto Rican South & Central American) , C
 BRONX , Bagels/Pretzels , C
 BROOKLYN , American , C
 MANHATTAN , American , A
 MANHATTAN , African , A
 BRONX , Chinese , A
 STATENISLAND , American , B
 MANHATTAN , Asian , C
 QUEENS , Sandwiches , C
 QUEENS , Japanese , B
 BROOKLYN , Bakery , A
 STATENISLAND , Pizza/Italian , Z
 MANHATTAN , Hamburgers , C
 MANHATTAN , American , Z
 MANHATTAN , Italian , Z
 MANHATTAN , American , B
 BROOKLYN , American , A
 BROOKLYN , Jewish/Kosher , A
 MANHATTAN , Steak , C
 BRONX , Chinese , B
 BRONX , African , A
 MANHATTAN , Chinese , A
 STATENISLAND , Japanese , C
 STATENISLAND , American , A
 BROOKLYN , Hamburgers , A
 QUEENS , American , A
 BROOKLYN , Turkish , C
 MANHATTAN , Turkish , A
 QUEENS , American , B
 STATENISLAND , American , A
 QUEENS , Delicatessen , A
 STATENISLAND , Italian , A
 BROOKLYN , Mexican , A
 BROOKLYN , American , B
 MANHATTAN , Chinese , C
 BROOKLYN , Jewish/Kosher , A
 MANHATTAN , Italian , C
 BRONX , Chinese , A
 QUEENS , Spanish , B
 MANHATTAN , Cafe/Coffee/Tea , C
 MANHATTAN , American , B
 MANHATTAN , American , B
 BROOKLYN , American , C
 MANHATTAN , Indian , A
 BRONX , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 MANHATTAN , Chinese , B
 MANHATTAN , French , C
 BRONX , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 QUEENS , American , A
 MANHATTAN , Italian , Z
 BROOKLYN , American , A
 MANHATTAN , Caribbean , A
 STATENISLAND , Chicken , A
 BROOKLYN , Hamburgers , A
 BRONX , Chinese , B
 QUEENS , Pizza , A
 BROOKLYN , Jewish/Kosher , A
 MANHATTAN , Thai , B
 MANHATTAN , Chinese , C
 MANHATTAN , Indian , A
 MANHATTAN , Chinese , B
 QUEENS , American , B
 QUEENS , Chinese , B
 BROOKLYN , Italian , A
 MANHATTAN , American , A
 BRONX , Latin (Cuban Dominican Puerto Rican South & Central American) , B
 MANHATTAN , Vegetarian , A
 BROOKLYN , American , A
 MANHATTAN , Chinese , B
 MANHATTAN , American , B
 MANHATTAN , American , B
 QUEENS , American , A
 MANHATTAN , Turkish , C
 BROOKLYN , Middle Eastern , B
 QUEENS , Latin (Cuban Dominican Puerto Rican South & Central American) , C
